TG,Common Name,Class,Order,Family,Genus,Species,q,r,Vr,CVN,MA-Yr,RW-Yr,EX-Yr,RL-Yr,GL-Yr,TL-Yr,MA-G,RW-G,EX-G,RL-G,GL-G,TL-G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Ins,Red underwing,Insecta,Lepidoptera,Noctuidae,Catocala,nupta,16,0.056,0.223,0.364,5.98,11.58,7.85,5.25,5.33,5.13,5.42,6.98,6.51,5.14,5.26,5.08,0,4.248,0.25,0.2,0.357,0.167,,37,70,2,2,6,,2,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Ins,Hawthorn's minor,Insecta,Lepidoptera,Noctuidae,Celaena,haworthii,16,-0.025,0.053,0.193,7.02,7.75,9.89,4.82,4.81,4.73,6.31,6.97,7.54,4.87,4.88,4.8,0,3.296,0.25,0.4,0.476,0.167,,,27,2,8,10,,8,5,5,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Broom,Insecta,Lepidoptera,Noctuidae,Ceramica,pisi,16,-0.003,0.032,0.177,5.96,6.99,7.2,4.51,4.53,6.92,5.78,6.3,6.44,4.55,4.58,8.34,0,3.638,0.25,0,0.357,0.167,,25,38,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Antler moth,Insecta,Lepidoptera,Noctuidae,Cerapteryx,graminis,16,0.019,0.11,0.285,6.48,9.21,7.89,4.98,4.93,5.08,5.33,6.06,5.95,4.9,4.86,4.99,0,3.401,0.25,0.2,0.357,0.167,,14,30,2,2,6,,2,5,4,1,0,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Red chestnut,Insecta,Lepidoptera,Noctuidae,Cerastis,rubricosa,16,0,0.085,0.205,4.54,8.67,8.63,4.54,4.5,4.51,4.58,7.58,7.69,4.58,4.54,4.54,0,3.555,0.25,0.2,0.357,0.167,,19,35,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Treble lines,Insecta,Lepidoptera,Noctuidae,Charanyca,trigrammica,21,0.064,0.478,1.069,9.95,14.86,10.48,7.66,7.14,6.76,9.62,12.89,11.49,8.02,7.43,7.06,0,3.555,0.25,0.2,0.357,0.167,,20,35,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Moth,Insecta,Lepidoptera,Noctuidae,Cirrhia,icteritia,21,0.004,0.633,0.448,5.93,16.52,16.16,7.06,5.79,5.77,6.16,13.65,13.92,7.95,6.02,5.91,1,3.555,0.25,0.4,0.476,0.167,,,35,2,8,10,,8,5,5,1,1,2,1,1,2,,550,3,3,1,2,LC,1
Ins,Moth,Insecta,Lepidoptera,Noctuidae,Cirrhia,ocellaris,21,0.053,1.818,0.793,8.53,20.72,20.72,4.1,8.64,7.98,9.38,18.46,17.37,4.41,8.95,8.25,0,3.555,0.5,0.4,0.476,0.167,,,35,2,6,10,,6,5,5,1,1,2,1,1,3,,525,2,3,1,2,LC,1
Ins,Nut-tree tussock,Insecta,Lepidoptera,Noctuidae,Colocasia,coryli,16,0.025,0.065,0.159,4.71,8.05,6.42,4.53,4.51,4.83,4.77,7.34,6.79,4.67,4.54,4.93,0,3.466,0.25,0.4,0.357,0.167,,20,32,2,8,10,,8,5,4,1,1,2,1,1,2,,520,2,3,1,2,LC,1
Ins,Dark chestnut,Insecta,Lepidoptera,Noctuidae,Conistra,ligula,16,-0.009,0.035,0.222,6.33,7.1,7.84,4.68,4.71,20.72,5.86,6.43,6.68,4.75,4.79,20.72,0,3.555,0.25,0.2,0.357,0.167,,20,35,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Ins,Chestnut,Insecta,Lepidoptera,Noctuidae,Conistra,vaccinii,16,0.019,0.029,0.141,5.27,6.79,5.53,4.43,4.41,4.41,4.99,5.87,5.56,4.46,4.43,4.44,0,3.466,0.25,0,0.357,0.167,,21,32,2,6,10,,6,5,4,1,0,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Lesser-spotted pinion,Insecta,Lepidoptera,Noctuidae,Cosmia,affinis,16,0,0.121,0.267,6.6,9.5,9.51,5.01,5.19,4.96,6.28,8.39,8.36,5.1,5.28,5.03,0,3.466,0.25,0,0.357,0.167,,15,32,2,8,10,,8,5,4,1,0,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Lunar-spotted pinion,Insecta,Lepidoptera,Noctuidae,Cosmia,pyralina,16,-0.025,0.119,0.253,4.62,9.51,11.58,4.58,4.62,4.69,4.68,8.31,9.03,4.66,4.66,4.73,0,3.466,0.25,0.4,0.357,0.167,,15,32,2,8,10,,8,5,4,1,1,2,1,1,2,,575,2,3,1,2,LC,1
Ins,Coronet,Insecta,Lepidoptera,Noctuidae,Craniophora,ligustri,16,0,0.214,0.406,8.2,11.36,11.41,5.57,5.79,5.34,7.6,9.75,9.96,5.68,6.01,5.56,0,3.638,0.25,0.4,0.357,0.167,,18,38,2,8,11,,8,5,4,1,1,2,1,1,2,,525,2,3,1,2,LC,1
Ins,Tree-lichen beauty,Insecta,Lepidoptera,Noctuidae,Cryphia,algae,13,0.191,3.63,1.559,9.87,20.72,20.72,4.57,13.88,20.72,10.53,20.72,20.72,4.36,15.18,20.72,0,3.401,0.25,0.4,0.595,0.167,,13,30,2,8,10,,8,5,3,1,1,2,1,1,2,,520,2,3,2,2,LC,1
Ins,Marbled beauty,Insecta,Lepidoptera,Noctuidae,Cryphia,domestica,16,0.025,0.081,0.304,6.49,8.59,6.85,4.94,4.96,4.87,6.2,7.64,7,5.05,5.03,4.98,0,3.219,0.25,0.2,0.357,0.167,,13,25,2,8,11,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Owlet moth,Insecta,Lepidoptera,Noctuidae,Cucullia,fraudatrix,25,0.124,1.433,0.894,9.74,20.72,14.64,15.05,9,7.77,9.35,19.06,16.27,4.51,9.6,8.12,0,3.892,0,0.2,0.357,0.167,,34,49,2,8,10,,8,5,4,1,1,1,1,1,1,,550,2,3,1,2,LC,1
Ins,Shark,Insecta,Lepidoptera,Noctuidae,Cucullia,umbratica,21,0.048,0.529,0.438,6.17,15.5,11.97,6.36,5.89,5.76,6.38,13.17,12.04,6.56,6.17,5.93,0,4.007,0.25,0.2,0.357,0.167,,34,55,2,8,11,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Burnished brass,Insecta,Lepidoptera,Noctuidae,Diachrysia,chrysitis,25,-0.028,0.32,0.449,5.49,12.93,15.23,5.7,5.27,5.32,5.56,10.99,11.87,5.84,5.37,5.4,0,3.638,0.25,0,0.357,0.167,,21,38,2,8,10,,8,5,4,1,0,1,1,1,2,,520,2,3,1,1,LC,1
Ins,Purple clay,Insecta,Lepidoptera,Noctuidae,Diarsia,brunnea,16,-0.019,0.031,0.141,5.76,6.94,8.53,4.46,4.46,4.51,5.34,6.25,6.73,4.49,4.49,4.57,0,3.689,0.25,0.2,0.357,0.167,,24,40,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Barred chestnut,Insecta,Lepidoptera,Noctuidae,Diarsia,dahlii,16,-0.025,0.09,0.248,6.54,8.87,11,4.74,4.77,9.41,7.6,7.8,8.46,4.86,4.83,13.29,0,3.611,0.25,0.2,0.357,0.167,,20,37,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Ingrailed clay,Insecta,Lepidoptera,Noctuidae,Diarsia,mendica,16,-0.006,0.023,0.108,4.42,6.57,7.07,4.28,4.29,4.47,4.49,6.01,6.16,4.31,4.33,4.73,0,3.466,0.25,0.2,0.357,0.167,,20,32,2,8,11,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Ins,Small square-spot,Insecta,Lepidoptera,Noctuidae,Diarsia,rubi,16,-0.031,0.058,0.207,5.3,7.87,10.65,4.57,4.53,4.56,5.12,7.07,7.83,4.65,4.58,4.65,0,3.526,0.25,0,0.357,0.167,,19,34,2,8,10,,8,5,4,1,0,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Merville du jour,Insecta,Lepidoptera,Noctuidae,Dichonia,aprilina,16,0.016,0.094,0.251,7.17,8.9,7.73,5.05,5.08,4.98,5.52,5.92,5.83,4.97,4.99,4.92,0,3.829,0.25,0.4,0.357,0.167,,21,46,2,2,10,,2,5,4,1,1,2,1,1,2,,520,2,3,1,2,LC,1
Ins,Nutmeg,Insecta,Lepidoptera,Noctuidae,Discestra,trifolii,16,0.031,0.147,0.386,6.72,10.17,7.89,5.18,5.14,5.06,5.54,6.45,6.15,5.13,5.08,4.97,0,3.497,0,0,0.357,0.167,,19,33,2,2,8,,2,5,4,1,0,1,1,1,1,,575,2,3,1,1,LC,1
Ins,Brindled green,Insecta,Lepidoptera,Noctuidae,Dryobotodes,eremita,16,0.038,0.066,0.423,7.25,8.12,5.83,5.41,5.68,5.37,5.47,5.58,5.37,5.13,5.17,5.11,0,3.555,0.25,0.4,0.357,0.167,,18,35,2,2,6,,2,5,4,1,1,2,1,1,2,,520,2,3,1,2,LC,1
Ins,Silver cloud,Insecta,Lepidoptera,Noctuidae,Egira,conspicillaris,21,0.198,0.852,0.677,9.88,19,8.33,9.34,7.41,6.89,10.08,15.94,11.4,10.85,7.88,7.18,0,3.664,0.25,0.2,0.357,0.167,,24,39,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Dingy shears,Insecta,Lepidoptera,Noctuidae,Enargia,ypsillon,16,0.006,0.123,0.269,5.22,9.56,8.97,4.82,4.94,4.81,4.92,6.22,6.18,4.75,4.89,4.71,0,3.638,0.25,0.4,0.357,0.167,,22,38,2,2,6,,2,5,4,1,1,2,1,1,2,,585,2,3,1,2,LC,1
Ins,Dusky sallow,Insecta,Lepidoptera,Noctuidae,Eremobia,ochroleuca,16,0.081,1.288,1.958,7.22,20.72,16.15,7.81,6.57,6.48,7.76,17.92,16.42,8.42,6.87,6.77,0,3.555,0.25,0.2,0.357,0.167,,19,35,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Ins,Plain clay,Insecta,Lepidoptera,Noctuidae,Eugnorisma,depuncta,16,0.012,0.162,0.349,8.08,10.38,9.4,5.31,5.6,5.28,7.48,9.09,8.74,5.37,5.74,5.41,0,3.689,0.25,0.4,0.357,0.167,,20,40,2,8,10,,8,5,4,1,1,2,1,1,2,,520,2,3,1,2,LC,1
Ins,Feathered ranunculus,Insecta,Lepidoptera,Noctuidae,Eumichtis,lichenea,16,0,0.042,0.175,5.36,7.29,7.3,4.51,4.53,4.49,5.18,6.54,6.6,4.56,4.59,4.53,0,3.611,0.25,0.2,0.714,0.167,,21,37,2,8,11,,8,5,4,1,0,2,1,1,2,,525,2,3,2,2,LC,1
Ins,Small angle shades,Insecta,Lepidoptera,Noctuidae,Euplexia,lucipara,16,0,0.056,0.171,5.09,7.8,7.85,4.54,4.53,4.52,5.02,6.95,7.08,4.64,4.63,4.56,0,3.497,0.25,0.2,0.357,0.167,,22,33,2,8,11,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Ins,Satellite,Insecta,Lepidoptera,Noctuidae,Eupsilia,transversa,21,-0.029,0.5,0.484,6.71,15.1,17.6,6.51,5.98,5.77,6.7,11.82,12.22,6.91,6.19,5.81,0,3.784,0.25,0.4,0.357,0.167,,23,44,2,6,10,,6,5,4,1,1,2,1,1,2,,575,2,3,1,2,LC,1
Ins,Owlet moth,Insecta,Lepidoptera,Noctuidae,Euxoa,aquilina,21,0.067,1.26,1.258,9.93,20.72,16.59,11.26,8.29,7.93,12.38,18.35,16.69,11.11,8.99,8.37,0,3.401,0,0.2,0.357,0.167,,20,30,2,8,10,,8,5,4,1,1,1,1,1,1,,520,2,3,1,2,LC,1
Ins,Garden dart moth,Insecta,Lepidoptera,Noctuidae,Euxoa,nigricans,21,0.034,0.67,0.668,6.93,17.08,14.35,7.11,6.25,6.01,6.4,9.13,9.03,6.82,6.09,5.94,0,3.584,0.25,0.4,0.476,0.167,,35,36,2,2,5,,2,5,5,1,1,2,1,1,2,,525,2,3,1,1,LC,1
Ins,White-line dart,Insecta,Lepidoptera,Noctuidae,Euxoa,tritici,16,-0.056,0.104,0.255,6.16,9.18,14.07,4.91,4.96,4.84,5.15,6.06,6.32,4.84,4.9,4.8,0,3.689,0,0.4,0.357,0.167,,24,40,2,2,6,,2,5,4,1,1,2,1,1,1,,575,2,3,1,1,LC,1
Ins,Frosted orange,Insecta,Lepidoptera,Noctuidae,Gortyna,flavago,16,-0.019,0.055,0.144,4.47,7.8,9.36,4.44,4.41,4.48,4.51,7.24,7.94,4.5,4.47,4.53,0,3.584,0.25,0.2,0.357,0.167,,22,36,2,10,12,,10,5,4,1,0,2,1,1,2,,2000,2,3,1,1,LC,1
Ins,Double dart,Insecta,Lepidoptera,Noctuidae,Graphiphora,augur,19,-0.234,0.921,0.569,11.37,19.51,20.72,9.97,8.31,7.48,11.13,16.6,20.72,10.79,8.96,7.84,0,3.784,0.25,0.2,0.357,0.167,,24,44,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Shears,Insecta,Lepidoptera,Noctuidae,Hada,nana,16,-0.006,0.055,0.232,6.24,7.76,8.32,4.77,4.79,4.71,5.85,6.97,7.1,4.83,4.84,4.75,0,3.497,0.25,0.2,0.357,0.167,,22,33,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Ins,Lychnis moth,Insecta,Lepidoptera,Noctuidae,Hadena,bicruris,16,0.037,0.027,0.179,4.62,6.8,4.79,4.39,4.43,4.39,4.63,6.23,5.29,4.43,4.49,4.43,0,3.555,0.25,0,0.357,0.167,,18,35,2,8,10,,8,5,4,1,0,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Marbled coronet,Insecta,Lepidoptera,Noctuidae,Hadena,confusa,16,-0.013,0.34,0.331,5.64,13.17,14.39,5.78,5.28,5.91,5.87,11.37,11.58,6.08,5.38,6.37,0,3.584,0.25,0.2,0.357,0.167,,20,36,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Tawny shears,Insecta,Lepidoptera,Noctuidae,Hadena,perplexa,16,-0.047,0.163,0.4,7.04,10.52,14.5,5.32,5.4,5.14,6.56,9.11,10.42,5.41,5.53,5.23,0,3.466,0.25,0.4,0.833,0.167,,15,32,2,8,10,,8,5,5,1,1,2,1,1,2,,550,2,3,2,2,LC,1
Ins,Campion,Insecta,Lepidoptera,Noctuidae,Hadena,rivularis,16,0.019,0.116,0.279,6.27,9.43,8.06,4.95,5.05,5.96,6.1,8.24,7.88,4.98,5.16,7.05,0,3.497,0.25,0,0.357,0.167,,18,33,2,8,10,,8,5,4,1,0,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Broad-barred white,Insecta,Lepidoptera,Noctuidae,Hecatera,bicolorata,16,0.003,0.024,0.173,5.67,6.62,6.36,4.49,4.53,4.45,5.39,6.04,5.98,4.53,4.61,4.49,0,3.497,0.25,0,0.357,0.167,,16,33,2,8,10,,8,5,4,1,0,1,1,1,2,,520,2,3,1,1,LC,1
Ins,Bordered gothic,Insecta,Lepidoptera,Noctuidae,Heliophobus,reticulata,21,0.097,0.222,0.502,9.03,11.6,6.29,6.81,6.21,6.19,8.71,10.18,7.8,7.01,6.43,6.47,0,3.555,0.25,0.6,0.357,0.167,,35,35,2,8,10,,8,5,4,1,1,3,1,1,2,,575,2,3,1,2,LC,1
Ins,Small Fan-foot,Insecta,Lepidoptera,Noctuidae,Herminia,nemoralis,16,0,0.05,0.185,5.14,7.63,7.59,4.52,4.52,4.5,5.03,6.89,6.84,4.58,4.56,4.53,0,3.258,0.25,0.2,0.357,0.167,,25,26,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Ins,Shaded fan-foot,Insecta,Lepidoptera,Noctuidae,Herminia,tarsicrinalis,19,-0.09,0.758,0.48,6.98,18.04,20.72,7.09,6,7.12,7.22,14.79,17.22,7.32,6.29,7.32,0,3.401,0.25,0.2,0.214,0.167,,13,30,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,2,1,2,LC,1
Ins,Fan-foot moth,Insecta,Lepidoptera,Noctuidae,Herminia,tarsipennalis,16,0.006,0.056,0.234,5.99,7.76,7.29,4.71,4.71,4.85,5.71,6.91,6.88,4.79,4.78,4.93,0,3.466,0.25,0.2,0.214,0.167,,15,32,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,2,1,2,LC,1
Ins,Uncertain moth,Insecta,Lepidoptera,Noctuidae,Hoplodrina,alsines,21,0.022,0.197,0.345,6.01,11.05,9.43,5.34,5.09,5.15,5.9,9.67,9.15,5.43,5.15,5.27,0,3.497,0.25,0.2,0.357,0.167,,17,33,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Vine's rustic,Insecta,Lepidoptera,Noctuidae,Hoplodrina,ambigua,21,0.117,1.341,0.983,9.47,20.72,14.44,14.49,7.23,7.19,9.64,12.75,11.87,14.3,7.16,7.19,0,3.497,0.25,0.2,0.357,0.167,,18,33,2,3,12,,3,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Rustic moth,Insecta,Lepidoptera,Noctuidae,Hoplodrina,blanda,21,0.089,0.317,0.535,5.78,13.04,7.56,5.74,5.33,5.38,5.84,11.35,9.13,5.89,5.43,5.49,0,3.497,0.25,0.2,0.357,0.167,,17,33,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Rosy rustic or potato stem borer,Insecta,Lepidoptera,Noctuidae,Hydraecia,micacea,23,-0.003,0.061,0.29,6.56,7.98,8.17,4.91,7.07,6.45,6.19,7.07,7.21,4.94,6.7,6.61,0,3.638,0.25,0.2,0.357,0.167,,22,38,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Ins,Beautiful snout,Insecta,Lepidoptera,Noctuidae,Hypena,crassalis,16,0.031,0.165,0.48,7.78,10.5,8.3,5.39,5.56,5.35,7.35,9.18,8.31,5.62,5.69,5.54,0,3.466,0,0.2,0.357,0.167,,15,32,2,8,11,,8,5,4,1,1,1,1,1,1,,520,2,3,1,2,LC,1
Ins,Snout,Insecta,Lepidoptera,Noctuidae,Hypena,proboscidalis,21,-0.062,1.045,0.726,7.65,20.27,20.72,9.81,6.69,6.57,8.1,17.15,18.75,11.45,7.01,6.82,0,3.664,0.25,0,0.357,0.167,,31,39,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,1,LC,1
Ins,Olive moth,Insecta,Lepidoptera,Noctuidae,Ipimorpha,subtusa,21,-0.135,0.663,0.804,5.94,16.95,20.72,6.27,5.83,5.66,5.81,9.17,9.95,6.07,5.72,5.57,0,3.434,0.25,0.4,0.714,0.167,,14,31,2,2,5,,2,5,4,1,1,2,1,1,2,,575,2,3,2,2,LC,1
Ins,Bright-line brown-eye,Insecta,Lepidoptera,Noctuidae,Lacanobia,oleracea,16,0,0.018,0.169,5.87,6.31,6.29,4.51,4.51,4.54,5.45,5.74,5.72,4.56,4.58,4.66,0,3.638,0.25,0,0.357,0.167,,25,38,2,8,11,,8,5,4,1,0,1,1,1,2,,525,2,3,1,1,LC,1
Ins,Dog's tooth,Insecta,Lepidoptera,Noctuidae,Lacanobia,suasa,16,0.031,0.104,0.286,7.33,9.25,7.01,5.09,5.26,5.04,6.85,8.02,7.37,5.18,5.38,5.14,0,3.638,0.25,0.2,0.476,0.167,,27,38,2,8,11,,8,5,5,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Pale-shouldered brocade,Insecta,Lepidoptera,Noctuidae,Lacanobia,thalassina,21,0.058,0.52,0.616,8.2,15.35,11.58,6.76,6.05,6.01,8.06,13.17,11.76,7.17,6.34,6.21,0,3.584,0.25,0.2,0.357,0.167,,20,36,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Light brocade,Insecta,Lepidoptera,Noctuidae,Lacanobia,w-latinum,21,0.133,0.25,0.646,9.14,12.16,5.79,7.27,7.11,6.95,8.96,10.57,7.52,7.48,7.44,7.19,0,3.689,0.25,0.2,0.357,0.167,,24,40,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Beautiful hook-tip,Insecta,Lepidoptera,Noctuidae,Laspeyria,flexula,16,0,0.103,0.286,5.81,9.16,9.04,4.86,4.95,5.9,5.78,8.17,8.01,4.9,5.04,6.82,0,3.219,0.25,0,0.357,0.167,,14,25,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,1,LC,1
Ins,Marbled white spot,Insecta,Lepidoptera,Noctuidae,Lithacodia,pygarga,16,0.012,0.072,0.323,7.41,8.27,7.35,5.18,5.21,5.05,6.86,7.38,7.12,5.26,5.33,5.14,0,3.584,0.25,0.2,0.357,0.167,,20,36,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Grey shoulder-knot,Insecta,Lepidoptera,Noctuidae,Lithophane,ornitopus,16,-0.006,0.125,0.294,5.76,9.65,10.09,4.94,5.06,4.88,5.65,8.43,8.7,5.03,5.17,4.96,0,3.638,0.25,0.4,0.476,0.167,,18,38,2,8,11,,8,5,5,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,True lover's knot,Insecta,Lepidoptera,Noctuidae,Lycophotia,porphyrea,16,-0.006,0.067,0.216,6.22,8.15,8.62,4.75,4.75,4.7,5.88,7.33,7.4,4.87,4.77,4.75,0,3.401,0.25,0.2,0.357,0.167,,18,30,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Blackneck,Insecta,Lepidoptera,Noctuidae,Lygephila,pastinum,16,0.019,0.177,0.354,5.36,10.66,9.18,5.01,5.11,4.93,5.06,6.65,6.41,4.92,5.02,4.86,0,3.689,0.25,0.2,0.357,0.167,,24,40,2,2,8,,2,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Dewick's plusia,Insecta,Lepidoptera,Noctuidae,Macdunnoughia,confusa,11,0.116,1.752,1.223,15.88,20.72,16.9,18.07,11.6,10.15,15.03,20.72,18.26,4.36,12.43,10.83,0,3.584,0.25,0.2,0.357,0.167,,20,36,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Cabbage moth,Insecta,Lepidoptera,Noctuidae,Mamestra,brassicae,25,0.004,0.737,0.782,7.11,17.53,17.25,7.82,6.31,6.29,6.51,9.19,9.35,7.24,6.2,6.23,0,3.689,0.25,0.2,0.357,0.167,,40,40,2,2,10,,6,5,4,1,0,2,1,1,2,,520,2,3,1,1,LC,1
Ins,Bright-line brown-eyed moth,Insecta,Lepidoptera,Noctuidae,Mamestra,oleracea,25,0.01,0.614,0.739,7.22,16.23,15.62,7.37,6.07,6.1,7.33,14.02,13.75,7.82,6.39,6.39,0,3.689,0.25,0.2,0.357,0.167,,35,40,2,8,10,,8,5,4,1,0,2,1,1,2,,1000,1,3,1,1,LC,1
Ins,Dot,Insecta,Lepidoptera,Noctuidae,Mamestra,persicariae,21,-0.059,0.529,0.54,12.56,15.46,20.72,7.9,6.7,6.71,10.6,12.43,14.62,8.35,7.03,6.95,0,3.807,0.25,0.2,0.357,0.167,,30,45,2,8,10,,8,5,4,1,0,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Dogs tooth,Insecta,Lepidoptera,Noctuidae,Mamestra,suasa,25,-0.022,0.63,0.8,12.96,16.47,18.33,8.88,7.5,7.43,8.19,8.95,9.02,7.62,6.98,7.02,0,3.555,0.25,0.2,0.357,0.167,,19,35,2,2,8,,2,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Kent black arches,Insecta,Lepidoptera,Noctuidae,Meganola,albula,16,0.006,0.153,0.278,5.02,10.29,9.73,4.86,5.01,4.81,5.09,8.95,9.04,4.95,5.11,4.9,0,3.045,0,0.4,0.357,0.167,,4,21,2,8,10,,8,5,4,1,1,2,1,1,1,,520,2,3,1,2,LC,1
Ins,Common rustic,Insecta,Lepidoptera,Noctuidae,Mesapamea,secalis,25,-0.006,0.52,0.523,5.64,15.42,15.72,6.37,5.55,5.59,5.8,13.46,12.36,6.83,5.69,5.74,0,3.497,0.25,0.2,0.357,0.167,,18,33,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Ins,Rosy minor,Insecta,Lepidoptera,Noctuidae,Mesoligia,literosa,16,-0.016,0.022,0.185,6.17,6.45,7.8,4.56,4.62,4.52,5.64,5.91,6.26,4.69,4.69,4.57,0,3.296,0.25,0,0.357,0.167,,10,27,2,8,11,,8,5,4,1,0,1,1,1,2,,525,2,3,1,2,LC,1
Ins,White-point,Insecta,Lepidoptera,Noctuidae,Mythimna,albipuncta,21,0.106,0.683,0.834,10.59,17.11,10.24,7.81,6.96,8.11,10.33,14.59,12.07,8.35,7.22,8.93,0,3.555,0.25,0.2,0.238,0.167,,30,35,2,8,10,,8,5,3,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Ins,Shoulder-striped wainscot,Insecta,Lepidoptera,Noctuidae,Mythimna,comma,21,0.015,0.619,1.122,11.24,16.23,15.17,8.31,7.14,7.09,10.52,13.65,13.93,8.85,7.54,7.44,0,3.638,0.25,0,0.357,0.167,,27,38,2,8,11,,8,5,4,1,0,1,1,1,2,,700,2,3,1,2,LC,1
Ins,Brown-lie bright-eye,Insecta,Lepidoptera,Noctuidae,Mythimna,conigera,21,-0.012,0.387,0.445,6.26,14.15,14.83,5.92,5.43,5.48,6.37,11.96,12.11,6.3,5.66,5.65,0,3.555,0.25,0.2,0.357,0.167,,22,35,2,8,11,,8,5,4,1,1,1,1,1,2,,700,2,3,1,2,LC,1
Ins,Clay,Insecta,Lepidoptera,Noctuidae,Mythimna,ferrago,21,-0.052,0.433,0.502,6.3,14.31,18.89,6.04,5.57,5.63,6.31,12.46,13.49,6.38,5.72,5.77,0,3.689,0.25,0,0.357,0.167,,26,40,2,8,11,,8,5,4,1,0,1,1,1,2,,700,2,3,1,1,LC,1
Ins,Smoky wainscot,Insecta,Lepidoptera,Noctuidae,Mythimna,impura,16,0,0.044,0.15,4.48,7.42,7.39,4.4,4.4,4.48,4.48,6.24,6.29,4.43,4.42,4.5,0,3.555,0.25,0,0.357,0.167,,18,35,2,6,10,,6,5,4,1,0,1,1,1,2,,700,2,3,1,2,LC,1
Ins,L-album wainscot,Insecta,Lepidoptera,Noctuidae,Mythimna,l-album,25,-0.018,0.834,0.713,14.76,18.41,19.96,9.12,9.5,8.53,9.05,9.7,9.66,8.29,8.16,7.69,0,3.555,0.25,0.4,0.357,0.167,,23,35,2,2,10,,2,5,4,1,1,2,1,1,2,,525,2,3,1,2,LC,1
Ins,Common wainscot,Insecta,Lepidoptera,Noctuidae,Mythimna,pallens,21,0.072,1.347,0.977,9.75,20.72,17.1,13.45,6.88,7.19,12.4,18.69,17.05,18.71,7.14,7.5,0,3.584,0.25,0,0.476,0.167,,20,36,2,8,10,,8,5,5,1,0,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Gothic,Insecta,Lepidoptera,Noctuidae,Naenia,typica,16,-0.003,0.056,0.161,4.67,7.84,8.12,4.48,4.5,4.47,4.68,7.27,7.49,4.54,4.55,4.51,0,3.689,0.25,0.2,0.357,0.167,,26,40,2,10,12,,10,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
